日付,コード,和名,タイトル,区分,ランク,枚数,前日終,始値,高値,安値,現在値,出来高,高値,終値,始値,300,合計,リアル,,もうすぐストップ高TEST,,もうすぐストップ高,合計,1,2160,ジーエヌアイグループ,東マ,制度,医薬品,42804,15:00:00,715,86,,,,,,銘柄,,,自社株買い,逆日歩,信用倍率,時価総額,決算月,,2017/3/11,20AVG出来高,20AVG出来高指数300以上OK,配当利回り（実績),,,,,,,,,,,,,,,,,,,,,,,,,,,,決算期,会計方式,決算発表日,決算月数,売上高,営業利益,経常利益,当期利益,EPS（一株当たり利益）,調整一株当たり利益,BPS（一株当たり純資産）,総資産,自己資本,資本金,有利子負債,自己資本比率,ROA（総資産利益率）,ROE（自己資本利益率）,総資産経常利益率,各項目の意味についてはこちらをご覧下さい。,決算期,会計方式,決算発表日,決算月数,売上高,営業利益,経常利益,当期利益,EPS（一株当たり利益）,調整一株当たり利益,BPS（一株当たり純資産）,総資産,自己資本,資本金,有利子負債,自己資本比率,ROA（総資産利益率）,ROE（自己資本利益率）,総資産経常利益率,外国人株比率   ,輸出比率   ,総数,,,,,変動率3ヶ月,半年,１年,２年,,<浮動株>,,<特定株>,営業CF,投資CF,財務CF,現金等,営業CF前期,投資CF前期,財務CF前期,現金等前期,,,,,,,,
2017/11/15,4585,（株）ＵＭＮファーマ,もうすぐストップ高TEST,0,4,700,546,566,633,563,611,1093007,646,646,620,"7,065","818,479",,"261,100","7,065","593,479",,"-36,100",4,"4,585",医薬品,0,617,13,"1,800,900",446.0～646.0,71,98,医薬品,100,,.t&,マザーズ,,-1,,,,3,"6,562",12,2017/11/5 18:24,538,934977.7778,503.0180444,0,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年12月期,日本方式,2017/2/14,12か月,71,-3564,-3857,-14099,-1359.14円,---,-907.07円,1510,-10926,10117,11210,‐%,-2.1173,---,-0.5792,2015年12月期,日本方式,日本方式,2016/2/12,12か月,202,-3207,-3390,-3390,-354.16円,---,34.84円,11808,333,8697,9929,0.028,-0.2746,-1.679,-0.2746,,,12196500,,1,,2016/10/19,0.492565056,1,0.35812357,0.129660315,0.095,0.324,0.134,0.311,-3578,-4150,8113,4267,-1188,-8741,12360,3882,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,2017/3/1,2017/10/8 18:10
2017/11/15,8135,ゼット,もうすぐストップ高TEST,2,2,1500,215,221,284,221,274,1242979,288,272,264,"-18,548","799,931",,"261,100","-18,548","574,931",,"-36,100",2,"8,135",商社,0,277,29,"4,725,100",135.0～295.0,78,44,卸売業,100,,.t&,東証2部,,,,,,0,"4,101",3,2017/11/5 18:12,204,22722.22222,4.635333333,0.98,155,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/11,12か月,40335,293,364,282,14.44円,---,421.25円,20862,8246,1005,391,0.395,0.0136,0.0345,0.0175,2016年3月期,日本方式,日本方式,2016/5/12,12か月,38643,-272,-200,-226,-11.56円,---,412.72円,20641,8079,1005,644,0.391,-0.0112,-0.0275,-0.0099,,,20102000,,0.583333333,,,0.245098039,0.88372093,0.910714286,0.94047619,0,0.248,0,0.505,-728,139,590,2205,-241,-75,-52,2197,0.369536626,0.740985182,0.763054565,0.770719269,0.682710608,524,2017/1/1,2017/9/24 18:08
2017/11/15,4594,(株)グリーンペプタイド,もうすぐストップ高,2,3,700,561,600,660,587,655,2959998,661,661,701,"31,900","831,831",,"261,100",,"574,931","31,900","-4,200",3,"4,594",医薬品,0,638,14,"4,700,200",461.0～661.0,77,39,医薬品,100,,.t&,マザーズ,,,,,,34,"19,148",3,2017/11/5 18:03,513,1367188.889,701.3679,0,653,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,529,-1113,-1116,-1113,-32.74円,---,139.17円,5408,5180,3774,---,0.958,-0.2058,-0.2149,-0.2064,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,37325200,,1,,,0.263157895,0.529069767,0.221411192,0.134282808,0,0,0,0.848,-447,-66,1247,823,37,-3,―,90,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,,
2017/11/16,3482,ロードスター,もうすぐストップ高TEST,2,1,200,2571,2776,3050,2733,2887,989358,3075,3075,3025,"23,600","855,431",,"261,100","23,600","598,531",,"-4,200",1,"3,482",不動産,0,"2,976",16,"307,600","2,071.0～3,075.0",80,102,不動産業,100,,,マザーズ,,,,,,0,"15,076",12,2017/11/5 18:02,2911,221833.3333,645.7568333,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年12月期,日本方式,‐年0月0日,12か月,4659,750,703,468,110.64円,---,513.45円,14286,2180,549,10685,0.153,0.0456,0.247,0.0686,2015年12月期,日本方式,日本方式,‐年0月0日,12か月,2992,728,688,442,109.27円,---,152.89円,6218,1609,499,3830,0.259,0.0711,0.2747,0.1106,,,5179000,,0.001737619,,,0.781518379,0.264404609,0.264404609,0.264404609,,,,,,,,,,,,,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,,
2017/11/16,2209,井村屋グループ,もうすぐストップ高,2,2,200,2097,2400,2592,2362,2547,266335,2597,2597,3050,"100,300","955,731",,"261,100",,"598,531","100,300","96,100",2,"2,209",食品,0,"2,440",16,"108,100","1,597.0～2,597.0",69,23,食料品,100,,.t&,東証2部,,,,,,0,"27,786",3,2017/11/5 18:31,2167,12033.33333,26.07623333,1.02,1360,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/11,12か月,41997,1232,1306,716,59.64円,---,946.60円,26175,11298,2253,3950,0.432,0.0289,0.0648,0.0528,2016年3月期,日本方式,日本方式,2016/5/9,12か月,38644,742,738,445,18.38円,---,446.17円,23329,10809,2253,2919,0.463,0.0184,0.0408,0.0306,,,12822200,,0.772486772,,,0.147669589,0.407294833,0.572055596,0.607908847,0,0.351,0,0.347,1365,-1541,133,1618,865,-969,429,1588,0.369536626,0.740985182,0.763054565,0.770719269,0.682710608,524,2017/4/1,2017/10/15 18:04
2017/11/16,4316,ビーマップ,もうすぐストップ高TEST,2,4,200,1945,1974,2243,1962,2194,2578465,2323,2245,2280,"19,299","975,030",,"261,100","19,299","617,830",,"96,100",4,"4,316",サービス業,0,"2,224",14,"1,159,200","1,545.0～2,345.0",70,100,情報・通信,100,,.t&,東証JQG,,,,,,0,"5,877",3,2017/11/5 18:25,1826,272111.1111,496.8748889,0,614,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,995,-97,-96,-112,-35.08円,---,177.12円,707,569,918,---,0.805,-0.1467,-0.1791,-0.1257,2016年3月期,日本方式,日本方式,2016/5/13,12か月,858,-186,-197,-241,-75.09円,---,212.20円,820,682,918,---,0.832,-0.2939,-0.3534,-0.2402,,,3218500,,0.555214724,,,0.511500548,0.554334038,0.559916493,0.566255144,0.007,0.468,0,0.247,-31,36,― ,241,-55,-1, ―,236,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,2017/4/1,2017/11/5 18:01
2017/11/16,3547,(株)串カツ田中,もうすぐストップ高,2,5,100,11840,12180,14290,12030,14040,5588451,14290,13720,13850,"-19,300","955,730",,"261,100",,"617,830","-19,300","76,800",5,"3,547",サービス業,0,"13,910",17,"402,200","8,840.0～14,840.0",69,83,小売業,100,,.t&,マザーズ,,,,,,18,"35,742",--,2017/11/5 18:03,11880,337700,4011.876,-,7190,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,3008600,,0.932258065,,,0.796296296,0.95376995,0.95376995,0.95376995,0.019,0.173,0.033,0.822,492,-433,996,1883,441,-318,162,827,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,,
2017/11/17,3467,アグレ都市デザイン(株),もうすぐストップ高TEST,2,1,200,1870,2180,2263,2170,2186,224068,2263,2050,2050,"-31,407","924,323",,"261,100","-31,407","586,423",,"76,800",1,"3,467",不動産,0,"2,238",20,"98,200","1,470.0～2,270.0",92,24,不動産業,100,,.t&,東証2部,,,,,,0,"4,856",--,2017/11/5 18:03,1709,11911.11111,20.35608889,3.04,915,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,2841600,,1,,,0.287302516,1,1,1,0.001,0.307,0,0.612,4,0,627,1783,-1339,-4,1476,1151,0.369536626,0.740985182,0.763054565,0.770719269,0.682710608,524,,
2017/11/17,8152,ソマール,もうすぐストップ高TEST,2,2,200,3450,3490,4145,3490,3745,151988,4145,3815,3800,"7,043","931,366",,"261,100","7,043","593,466",,"76,800",2,"8,152",商社,0,"3,945",14,"39,800","2,750.0～4,150.0",71,76,卸売業,100,,.t&,東証2部,,,,,,153,"6,268",3,2017/11/5 18:12,3200,16866.66667,53.97333333,0.94,175,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/15,12か月,20941,580,591,511,26.34円,---,573.39円,18782,11139,5115,3500,0.593,0.0276,0.0471,0.0319,2016年3月期,日本方式,日本方式,2016/5/13,12か月,23564,831,743,971,49.99円,---,542.56円,18238,10542,5115,3900,0.578,0.048,0.0921,0.0368,,,1958734,,0.93251928,,,1.0178125,0.934843314,0.935205184,0.93522517,0.002,0.303,0,0.639,601,-739,-195,5021,-123,-2916,804,5033,0.369536626,0.740985182,0.763054565,0.770719269,0.682710608,524,2017/1/1,2017/9/24 18:08
2017/11/17,6938,双信電機,もうすぐストップ高,2,3,500,786,780,911,780,891,2631072,911,888,936,"22,200","953,566",,"261,100",,"593,466","22,200","99,000",3,"6,938",電気機器,0,890,13,"3,035,800",636.0～936.0,69,117,電気機器,100,,.t&,東証1部,,,,,,97,"13,884",3,2017/11/5 18:17,890,2926111.111,2604.238889,0.67,279,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/4/28,12か月,9421,-168,-123,-968,-62.06円,---,643.03円,13511,10030,3806,102,0.742,-0.0713,-0.0927,-0.0091,2016年3月期,日本方式,日本方式,2016/4/28,12か月,10768,24,122,-785,-50.38円,---,695.23円,13630,10844,3806,22,0.796,-0.0534,-0.0671,0.0083,,,15600000,,0.60078534,,,1.061797753,0.662983425,0.672043011,0.677248677,0.015,0.222,0.048,0.53,373,-113,-134,647,640,-555,-144,483,0.26611867,0.793940693,0.819055392,0.809798647,0.74085492,2034,2017/3/1,2017/10/8 18:11
2017/11/17,7567,栄電子,もうすぐストップ高TEST,2,4,500,731,776,861,754,831,544503,861,762,753,"-47,231","906,335",,"261,100","-47,231","546,235",,"99,000",4,"7,567",商社,0,832,14,"669,100",581.0～881.0,67,113,卸売業,100,,.t&,東証JQS,,,,,,0,"4,143",3,2017/11/5 18:15,814,390133.3333,317.5685333,0.86,195,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,5194,159,155,131,25.95円,---,521.68円,5002,2650,500,845,0.53,0.0269,0.0509,0.0318,2016年3月期,日本方式,日本方式,2016/5/13,12か月,4903,119,135,104,20.66円,---,491.63円,4750,2498,500,905,0.526,0.0214,0.042,0.0278,,,5090000,,0.69579288,,,1.065110565,0.727140784,0.767326733,0.775388292,0,0.354,0,0.613,-14,-14,106,1227,185,-14,-144,1150,0.321023286,0.674945485,0.696393362,0.693943998,0.631108062,706,2017/4/1,2017/11/5 18:01
2017/11/17,7308,ツノダ,もうすぐストップ高,0,5,100,5200,13930,13930,13900,13900,279990,13930,13890,13890,"-1,300","905,035",,"261,100",,"546,235","-1,300","97,700",5,"7,308",不動産,0,"13,900",36,"20,100","7,200.0～16,200.0",62,104,不動産業,100,,.n&,名証2部,,,,,,0,"3,249",--,2017/11/5 18:05,4200,100,0.42,3.81,382,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,773500,,0,,,0.10952381,0.3125,0.528571429,0.602409639,0,0.149,0,0.756,172,-46,-39,682,341,-38,-31,595,,,,,,,,2017/10/22 18:01
2017/11/17,8135,ゼット,もうすぐストップ高TEST,2,6,1400,250,258,309,258,297,1242919,312,289,289,"-13,768","891,267",,"261,100","-13,768","532,467",,"97,700",6,"8,135",商社,0,298,19,"3,670,200",170.0～330.0,60,71,卸売業,100,,.t&,東証2部,,,,,,0,"4,101",3,2017/11/5 18:12,204,22722.22222,4.635333333,0.98,155,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/11,12か月,40335,293,364,282,14.44円,---,421.25円,20862,8246,1005,391,0.395,0.0136,0.0345,0.0175,2016年3月期,日本方式,日本方式,2016/5/12,12か月,38643,-272,-200,-226,-11.56円,---,412.72円,20641,8079,1005,644,0.391,-0.0112,-0.0275,-0.0099,,,20102000,,0.583333333,,,0.245098039,0.88372093,0.910714286,0.94047619,0,0.248,0,0.505,-728,139,590,2205,-241,-75,-52,2197,0.369536626,0.740985182,0.763054565,0.770719269,0.682710608,524,2017/1/1,2017/9/24 18:08
2017/11/17,3556,リネットジャパングループ(株),もうすぐストップ高TEST,2,1,700,550,590,648,578,610,2379684,648,561,544,"-54,398","836,868",,"261,100","-54,398","478,068",,"97,700",1,"3,556",小売業,0,625,14,"3,885,700",450.0～650.0,75,72,小売業,100,,,マザーズ,,,,,,0,"4,406",9,2017/11/5 18:03,487,368277.7778,179.3512778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年9月期,日本方式,‐年0月0日,12か月,3729,150,171,149,93.01円,---,285.08円,1212,457,444,455,0.377,0.1285,0.3895,0.1475,2015年9月期,日本方式,日本方式,‐年0月0日,12か月,3226,114,107,95,64.70円,---,192.07円,1107,308,444,480,0.278,0.0909,0.4398,0.1024,,,9048000,,0.158536585,,,0.839835729,0.019374069,0.013829787,0.013829787,0.027,0.264,0,0.56,78,-73,-30,421,110,210,1,447,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,,
2017/11/17,4331,テイクアンドギヴ・ニーズ,もうすぐストップ高TEST,2,3,400,1008,1089,1249,1083,1202,505376,1280,1238,1268,"27,154","864,023",,"261,100","27,154","505,223",,"97,700",3,"4,331",サービス業,0,"1,213",20,"425,100","708.0～1,308.0",68,46,サービス業,100,,.t&,東証1部,,,,,,0,"10,918",3,2017/11/5 18:25,836,45244.44444,37.82435556,1.79,486,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,60186,2439,2100,360,27.85円,---,1565.59円,52176,20282,5264,19533,0.389,0.0071,0.0178,0.0414,2016年3月期,日本方式,日本方式,2016/5/13,12か月,59524,1545,1377,230,17.77円,---,1558.93円,49286,20198,5264,17115,0.41,0.0047,0.0114,0.0283,,,13059330,,0.58,,,0.240430622,0.519434629,0.482300885,0.656891496,0.08,0.065, ‥%,0.671,3870,-2197,-2377,3939,3687,-880,-1828,4614,0.26611867,0.793940693,0.819055392,0.809798647,0.74085492,2034,2017/4/1,2017/11/5 18:01
2017/11/20,8202,ラオックス,もうすぐストップ高TEST,1,1,600,640,670,735,654,724,2035297,740,740,755,"21,109","885,131",,"261,100","21,109","526,331",,"97,700",1,"8,202",小売業,0,730,14,"2,840,300",540.0～740.0,90,42,小売業,100,,.t&,東証2部,,,,,,2,"31,402",12,2017/11/5 18:12,473,307733.3333,145.5578667,0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年12月期,日本方式,2017/2/14,12か月,62764,-955,-1012,-1527,-23.57円,---,688.81円,58406,44408,22633,5213,0.76,-0.0262,-0.0331,-0.0174,2015年12月期,日本方式,日本方式,2016/2/12,12か月,92693,8586,8637,8079,12.78円,12.67円,72.44円,58108,47803,22633,439,0.823,0.2097,0.2782,0.2241,53.5,,66388103,,0,,,0.143763214,0.076923077,0.023752969,0.003627131,0.67,0.072,0,0.823,-383,-1099,-112,1908,-2215,-1562,99,3288,0.369536626,0.740985182,0.763054565,0.770719269,0.682710608,524,2017/1/1,2017/9/24 18:08
2017/11/20,3652,ディジタルメディアプロフェッショナル,もうすぐストップ高,2,3,100,6410,6410,7360,6350,7280,1735052,7410,7410,7560,"27,700","912,831",,"261,100",,"526,331","27,700","125,400",3,"3,652",サービス業,0,"7,260",13,"251,400","5,410.0～7,410.0",85,88,情報・通信,100,,.t&,マザーズ,,,,,,55,"13,134",--,2017/11/5 18:27,4770,404600,1929.942,0,2850,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,2753500,,0.790940767,,,0.772327044,0.811977716,0.821958457,0.861998467,0.049,0.34,0,0.32,58,26,-183,367,481,-1276,935,466,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,2017/4/1,2017/11/5 18:00
2017/11/20,6173,(株)アクアライン,もうすぐストップ高,2,4,200,2799,2970,3165,2946,3165,24346,3165,3125,3140,"-5,300","907,531",,"261,100",,"526,331","-5,300","120,100",4,"6,173",サービス業,0,"3,120",11,"8,000","2,299.0～3,300.0",64,54,サービス業,100,,.t&,マザーズ,,,,,,0,"6,312",--,2017/11/5 18:03,3235,6266.666667,20.27266667,0.62,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,1951200,,0.940860215,,,0.481916538,0.97077577,0.976445396,0.977804681,0,0.027,0,0.956,― ,― ,― ,― ,151,-67,-20,416,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,,
2017/11/20,4594,(株)グリーンペプタイド,もうすぐストップ高TEST,2,5,600,694,760,777,742,748,2312396,777,736,734,"-9,658","897,873",,"261,100","-9,658","516,673",,"120,100",5,"4,594",医薬品,0,758,9,"2,994,200",594.0～794.0,64,52,医薬品,100,,.t&,マザーズ,,,,,,34,"19,148",3,2017/11/5 18:03,513,1367188.889,701.3679,0,653,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,529,-1113,-1116,-1113,-32.74円,---,139.17円,5408,5180,3774,---,0.958,-0.2058,-0.2149,-0.2064,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,37325200,,1,,,0.263157895,0.529069767,0.221411192,0.134282808,0,0,0,0.848,-447,-66,1247,823,37,-3,―,90,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,,
2017/11/20,6864,エヌエフ回路設計ブロック,もうすぐストップ高,2,6,200,1739,1938,2099,1905,2075,1040491,2139,2139,2370,"58,700","956,573",,"261,100",,"516,673","58,700","178,800",6,"6,864",電気機器,0,"1,988",14,"516,600","1,339.0～2,139.0",62,103,電気機器,100,,.t&,東証JQS,,,,,,505,"11,837",3,2017/11/5 18:17,1870,276977.7778,517.9484444,1.07,610,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/15,12か月,7044,589,586,380,60.62円,---,1182.93円,10806,7428,2000,1519,0.687,0.0356,0.0522,0.0548,2016年3月期,日本方式,日本方式,2016/5/16,12か月,7628,706,715,457,72.82円,---,1137.86円,10572,7145,2000,1375,0.676,0.0425,0.0653,0.0664,,,6330000,,0.029007634,,,1.03368984,0.643097643,0.655097614,0.676335878,0.002,0.425,0,0.493,759,-517,-352,353,389,-681,121,463,0.321023286,0.674945485,0.696393362,0.693943998,0.631108062,706,2017/3/1,2017/10/8 18:11
2017/11/20,3346,２１ＬＡＤＹ,もうすぐストップ高,0,5,1700,198,200,238,200,238,7822,246,213,222,"-27,500","929,073",,"261,100",,"516,673","-27,500","151,300",5,"3,346",小売業,0,236,19,"32,500",148.0～248.0,76,49,小売業,100,,.n&,名古屋セ,,,,,,0,"1,823",3,2017/11/5 18:03,262,14222.22222,3.726222222,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,2736,32,22,-5,-0.87円,---,4.30円,921,29,189,44,0.031,-0.0052,-0.2778,0.0229,2016年3月期,日本方式,日本方式,2016/5/13,12か月,2985,-86,-101,-88,-14.86円,---,1.10円,1000,7,175,53,0.007,-0.0934,-9.7778,-0.1072,,,6959853,,0,,,0.34351145,0.368253968,0.466487936,0.491048593,0.009,0.143,0,0.728,-29,-47,80,79,26,-19,-39,76,,,,,,,,
2017/11/20,3900,(株)クラウドワークス,もうすぐストップ高TEST,2,7,400,958,958,1083,958,1034,473618,1083,1025,1021,"-6,586","922,487",,"261,100","-6,586","510,087",,"151,300",7,"3,900",サービス業,0,"1,061",11,"440,400","808.0～1,108.0",69,48,情報・通信,100,,.t&,マザーズ,,,,,,79,"11,168",9,2017/11/5 18:04,824,42922.22222,35.36791111,0,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年9月期,日本方式,2016/11/10,12か月,1228,-593,-590,-647,-48.77円,---,132.24円,2911,1756,1690,32,0.603,-0.2223,-0.3685,-0.2027,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,13553660,,0.129032258,,,0.25,0.03986711,0.29390681,0.467054264,0,0,0,0.958,23,-20,148,1395,-35,-37,1096,1244,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,,2017/9/24 18:08
2017/11/20,2136,（株）ヒップ,もうすぐストップ高,2,8,300,1180,1411,1446,1344,1440,236807,1480,1385,1471,"9,000","931,487",,"261,100",,"510,087","9,000","160,300",8,"2,136",サービス業,0,"1,382",17,"170,000","880.0～1,480.0",67,85,サービス業,100,,.t&,東証JQS,,,,,,0,"5,172",3,2017/11/5 18:31,1301,95288.88889,123.9708444,0.92,502,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/11,12か月,5060,323,321,220,55.45円,---,475.22円,3845,1889,377,680,0.491,0.0587,0.1221,0.0856,2016年3月期,日本方式,日本方式,2016/5/12,12か月,5074,405,403,251,63.20円,---,431.19円,3651,1714,377,650,0.469,0.0704,0.1546,0.113,,,3975300,,0.676217765,,,0.581860108,0.872171946,0.879144385,0.880927292,0,0.213,0,0.655,148,-209,52,695,261,-3,-181,704,0.321023286,0.674945485,0.696393362,0.693943998,0.631108062,706,2017/4/1,2017/10/15 18:04
2017/11/21,6630,ヤーマン,もうすぐストップ高,2,4,300,1349,1555,1600,1501,1585,2810112,1649,1649,1779,"57,900","989,387",,"261,100",,"510,087","57,900","218,200",4,"6,630",電気機器,0,"1,549",15,"1,738,400","1,049.0～1,649.0",67,61,電気機器,100,,.t&,東証1部,,,,,,15,"77,954",4,2017/11/5 18:19,1336,,0,0.27,3485,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年4月期,日本方式,2017/6/13,12か月,19969,3503,3533,2269,397.88円,---,1557.99円,13947,8884,1813,1093,0.637,0.1792,0.289,0.2791,2016年4月期,日本方式,日本方式,2016/6/13,12か月,16310,1028,1002,591,101.55円,---,1195.42円,11373,6817,1813,1576,0.599,0.0546,0.0872,0.0925,,,58348880,,0.788135593,,,0.426448737,0.953434226,0.963235294,0.967080899, ‥%, ‥%, ‥%, ‥%,526,-125,-911,1675,952,-116,-1174,2184,0.26611867,0.793940693,0.819055392,0.809798647,0.74085492,2034,2017/5/1,2017/9/24 18:07
2017/11/21,6541,グレイステクノロジー(株),もうすぐストップ高,2,6,100,7580,7640,8810,7550,8680,2349200,9080,8740,8660,"-2,300","987,087",,"261,100",,"510,087","-2,300","215,900",6,"6,541",サービス業,0,"8,520",12,"283,300","6,080.0～9,080.0",63,61,サービス業,100,,,マザーズ,,,,,,85,"26,963",--,2017/11/5 18:03,6170,118188.8889,729.2254444,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,4370000,,0.65034965,,,0.434359806,0.664275466,0.808510638,0.808510638,0.117,0.211,0.118,0.743,345,-1,472,1045,78,-2,-79,229,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,,
2017/11/22,4575,（株）キャンバス,もうすぐストップ高TEST,2,2,600,672,686,744,686,726,40833,744,720,720,"-4,432","982,655",,"261,100","-4,432","505,655",,"215,900",2,"4,575",医薬品,0,743,11,"54,100",572.0～772.0,71,40,医薬品,100,,.t&,マザーズ,,,,,,56,"3,831",--,2017/11/5 18:25,697,78555.55556,54.75322222,0,662,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,100,5496600,,0.721153846,,,0.182209469,0.347457627,0.384,0.228187919,0.071,0.52,0.132,0.266,-780,0,377,463,-1016,699,0,856,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,2017/5/1,2017/9/10 18:09
2017/11/22,6092,（株）エンバイオ・ホールディングス,もうすぐストップ高,1,3,200,1695,1775,2089,1766,2050,1847643,2089,1885,1948,"-20,700","961,955",,"261,100",,"505,655","-20,700","195,200",3,"6,092",サービス業,0,"1,978",17,"893,600","1,295.0～2,095.0",71,85,サービス業,100,,.t&,マザーズ,,,,,,2,"9,382",3,2017/11/5 18:21,1711,541133.3333,925.8791333,0,759,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,5347,257,98,20,3.80円,3.67円,449.67円,12123,2455,922,7659,0.203,0.0021,0.008,0.0103,2016年3月期,日本方式,日本方式,2016/5/13,12か月,2732,298,248,142,30.09円,28.65円,470.90円,6992,2554,918,3844,0.365,0.0265,0.0711,0.0463,,,5483200,,0.715789474,,,0.52893045,0.831723027,0.839354343,0.857142857,0.014,0.291,0,0.566,-66,-196,530,1004,117,-17,35,732,0.329210573,0.437290717,0.465556983,0.4650043,0.555241061,246,,2017/9/24 18:07
2017/11/22,4331,テイクアンドギヴ・ニーズ,もうすぐストップ高TEST,2,5,400,1170,1200,1372,1192,1294,413841,1372,1224,1246,"-18,847","943,108",,"261,100","-18,847","486,808",,"195,200",5,"4,331",サービス業,0,"1,353",16,"314,300","870.0～1,470.0",61,71,サービス業,100,,.t&,東証1部,,,,,,0,"10,918",3,2017/11/5 18:25,836,45244.44444,37.82435556,1.79,486,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,60186,2439,2100,360,27.85円,---,1565.59円,52176,20282,5264,19533,0.389,0.0071,0.0178,0.0414,2016年3月期,日本方式,日本方式,2016/5/13,12か月,59524,1545,1377,230,17.77円,---,1558.93円,49286,20198,5264,17115,0.41,0.0047,0.0114,0.0283,,,13059330,,0.58,,,0.240430622,0.519434629,0.482300885,0.656891496,0.08,0.065, ‥%,0.671,3870,-2197,-2377,3939,3687,-880,-1828,4614,0.26611867,0.793940693,0.819055392,0.809798647,0.74085492,2034,2017/4/1,2017/11/5 18:01
